video,snr_db
Drink\Drink_13_5.avi,7.530856053784208
Drink\Drink_13_6.avi,7.388905584812164
Drink\Drink_13_7.avi,9.058198311499186
Drink\Drink_13_8.avi,7.647313686332318
Drink\Drink_13_9.avi,5.862694769292264
Drink\Drink_14_1.avi,-5.728716513898113
Drink\Drink_14_2.avi,-6.131423069164157
Drink\Drink_14_3.avi,0.03587154299020767
Drink\Drink_14_4.avi,-4.3446843572033265
Drink\Drink_14_5.avi,-3.868312754414298
Drink\Drink_14_6.avi,-3.864268424018981
Drink\Drink_14_7.avi,-0.8315981742601062
Drink\Drink_15_1.avi,6.613654466345906
Drink\Drink_15_10.avi,5.133869459434432
Drink\Drink_15_11.avi,5.184267410572539
Drink\Drink_15_12.avi,5.166437556701047
Drink\Drink_15_13.avi,5.142229278132601
Drink\Drink_15_14.avi,5.4968884374414175
Drink\Drink_15_15.avi,5.619384294206446
Drink\Drink_15_16.avi,5.645321781905192
Drink\Drink_15_17.avi,5.6403551917327075
Drink\Drink_15_18.avi,5.3831603012832945
Drink\Drink_15_19.avi,5.317799283398522
Drink\Drink_15_2.avi,6.738930333937917
Drink\Drink_15_20.avi,5.305208897852635
Drink\Drink_15_3.avi,6.824880789737312
Drink\Drink_15_4.avi,6.988845118454525
Drink\Drink_15_5.avi,5.067542177073809
Drink\Drink_15_6.avi,5.088546811317911
Drink\Drink_15_7.avi,5.101027044287899
Drink\Drink_15_8.avi,5.172165274620056
Drink\Drink_15_9.avi,5.180837358037631
Drink\Drink_16_1.avi,3.8055024612439823
Drink\Drink_16_10.avi,3.7642313452327953
Drink\Drink_16_11.avi,4.08064857909554
Drink\Drink_16_12.avi,4.166078516897166
Drink\Drink_16_13.avi,4.6490913177981525
Drink\Drink_16_14.avi,3.791566640138626
Drink\Drink_16_15.avi,3.6982899701053444
Drink\Drink_16_16.avi,3.799648817380269
Drink\Drink_16_17.avi,3.8224699588922353
Drink\Drink_16_18.avi,3.7338056157131008
Drink\Drink_16_19.avi,3.7238483256268724
Drink\Drink_16_2.avi,3.833499616239129
Drink\Drink_16_20.avi,3.8799648162196663
Drink\Drink_16_21.avi,3.714148143927256
Drink\Drink_16_22.avi,3.889325909111478
Drink\Drink_16_23.avi,3.9115221425890923
Drink\Drink_16_24.avi,3.931724172691966
Drink\Drink_16_25.avi,3.9124036729335785
Drink\Drink_16_26.avi,3.9026680046861824
Drink\Drink_16_3.avi,3.8858713527743736
Drink\Drink_16_4.avi,3.8921735661753107
Drink\Drink_16_5.avi,4.0006377125523755
Drink\Drink_16_6.avi,4.079303916257161
Drink\Drink_16_7.avi,4.049182517284697
Drink\Drink_16_8.avi,4.013090657118039
Drink\Drink_16_9.avi,3.8184180193477206
Drink\Drink_17_1.avi,0.0796521611945619
Drink\Drink_17_10.avi,3.621125136102949
Drink\Drink_17_11.avi,3.542882913821622
Drink\Drink_17_12.avi,2.382650949336864
Drink\Drink_17_13.avi,1.4663603608355378
Drink\Drink_17_14.avi,1.954447485324813
Drink\Drink_17_15.avi,3.5620045439520878
Drink\Drink_17_16.avi,4.117600987722844
Drink\Drink_17_17.avi,3.475181375806396
Drink\Drink_17_18.avi,3.5696330361745576
Drink\Drink_17_19.avi,5.032171352525776
Drink\Drink_17_2.avi,0.17142730508333978
Drink\Drink_17_20.avi,5.965302487214406
Drink\Drink_17_21.avi,6.913403940488057
Drink\Drink_17_22.avi,6.837246609039796
Drink\Drink_17_23.avi,6.813123813933796
Drink\Drink_17_24.avi,6.325691696759817
Drink\Drink_17_25.avi,5.522089031205248
Drink\Drink_17_26.avi,5.8085445659916575
Drink\Drink_17_27.avi,4.921662079382546
Drink\Drink_17_28.avi,6.761756787139379
Drink\Drink_17_29.avi,4.707926828891803
Drink\Drink_17_3.avi,0.1318891225216378
Drink\Drink_17_30.avi,4.727338786919912
Drink\Drink_17_31.avi,5.651343089562875
Drink\Drink_17_32.avi,0.3760762509396848
Drink\Drink_17_4.avi,0.7956353445415911
Drink\Drink_17_5.avi,0.7921144983265549
Drink\Drink_17_6.avi,0.7548027839511633
Drink\Drink_17_7.avi,2.2975696733390745
Drink\Drink_17_8.avi,4.309277697042986
Drink\Drink_17_9.avi,4.427454377475538
Drink\Drink_18_1.avi,-3.4210061578822315
Drink\Drink_18_10.avi,-3.583278260755201
Drink\Drink_18_11.avi,-3.5724565544814775
Drink\Drink_18_12.avi,-3.5391024679322785
Drink\Drink_18_13.avi,-3.682353530878796
Drink\Drink_18_14.avi,-3.776072601477305
Drink\Drink_18_15.avi,-3.755024233575684
Drink\Drink_18_16.avi,-3.7673761283880784
Drink\Drink_18_17.avi,-3.7629867296019
Drink\Drink_18_18.avi,-3.7536594648904438
Drink\Drink_18_19.avi,-3.734436741897038
Drink\Drink_18_2.avi,-3.5982762780682793
Drink\Drink_18_20.avi,-3.718694343286402
Drink\Drink_18_21.avi,-3.681061799619712
Drink\Drink_18_22.avi,-3.693157589237993
Drink\Drink_18_23.avi,-3.69816790967092
Drink\Drink_18_24.avi,-3.559438555668562
Drink\Drink_18_25.avi,-3.551749118428299
Drink\Drink_18_26.avi,-3.7210584301501513
Drink\Drink_18_27.avi,-3.7192349987370625
Drink\Drink_18_28.avi,-3.6283914657200085
Drink\Drink_18_29.avi,-3.6793365541257357
Drink\Drink_18_3.avi,-3.5501155280971908
Drink\Drink_18_4.avi,-3.6949409174580947
Drink\Drink_18_5.avi,-3.559660349573408
Drink\Drink_18_6.avi,-3.4860649311317586
Drink\Drink_18_7.avi,-3.5815703303649506
Drink\Drink_18_8.avi,-3.4612631840982298
Drink\Drink_18_9.avi,-3.404449224472046
Drink\Drink_19_1.avi,-2.207008109048561
Drink\Drink_19_10.avi,-2.2330115581910635
Drink\Drink_19_11.avi,-2.3329727936249514
Drink\Drink_19_12.avi,-2.3730645867159765
Drink\Drink_19_13.avi,-2.4150467971960703
Drink\Drink_19_14.avi,-2.4067340773694657
Drink\Drink_19_15.avi,-2.470015789880309
Drink\Drink_19_16.avi,-2.471029501484365
Drink\Drink_19_17.avi,-2.523695048823785
Drink\Drink_19_18.avi,-2.7996073148268112
Drink\Drink_19_19.avi,-2.667620776221156
Drink\Drink_19_2.avi,-2.305472503105799
Drink\Drink_19_20.avi,-2.860771247651428
Drink\Drink_19_21.avi,-3.066237773746252
Drink\Drink_19_22.avi,-3.0347862615380237
Drink\Drink_19_23.avi,-3.0167895261988495
Drink\Drink_19_24.avi,-3.135419896942504
Drink\Drink_19_25.avi,-3.0451580456324985
Drink\Drink_19_26.avi,-3.046640949944655
Drink\Drink_19_27.avi,-3.1022278319193624
Drink\Drink_19_28.avi,-3.333969167594252
Drink\Drink_19_3.avi,-2.257138665678889
Drink\Drink_19_4.avi,-2.259879916617014
Drink\Drink_19_5.avi,-2.288433403009549
Drink\Drink_19_6.avi,-2.3690201585943047
Drink\Drink_19_7.avi,-2.2902582707100136
Drink\Drink_19_8.avi,-2.5405740899008675
Drink\Drink_19_9.avi,-2.5537410047319202
Drink\Drink_1_1.avi,-3.242980452875296
Drink\Drink_1_10.avi,-3.47473402698356
Drink\Drink_1_11.avi,-3.0739647394990266
Drink\Drink_1_12.avi,-3.4269513662268474
Drink\Drink_1_13.avi,-3.290637105151459
Drink\Drink_1_14.avi,-3.301796649183546
Drink\Drink_1_15.avi,-3.2893495778648223
Drink\Drink_1_16.avi,-3.2923663350252004
Drink\Drink_1_17.avi,-3.299138080328703
Drink\Drink_1_18.avi,-3.1471214279895876
Drink\Drink_1_19.avi,-3.0698265547448016
Drink\Drink_1_2.avi,-2.8984757885336876
Drink\Drink_1_20.avi,-3.1169929887567247
Drink\Drink_1_3.avi,-2.9904966758585525
Drink\Drink_1_4.avi,-3.1809395454500033
Drink\Drink_1_5.avi,-3.2287543788552284
Drink\Drink_1_6.avi,-3.250356512238281
Drink\Drink_1_7.avi,-3.2475662022306206
Drink\Drink_1_8.avi,-3.2758000766744417
Drink\Drink_1_9.avi,-3.156884034148982
Drink\Drink_20_1.avi,2.0370300316041514
Drink\Drink_20_10.avi,2.2167393458741054
Drink\Drink_20_11.avi,2.266294993157309
Drink\Drink_20_12.avi,2.2047551745368588
Drink\Drink_20_13.avi,2.2289877195856462
Drink\Drink_20_14.avi,2.2894536683318814
Drink\Drink_20_15.avi,2.2472290629925937
Drink\Drink_20_16.avi,2.2998284892160066
Drink\Drink_20_2.avi,2.0301270470596275
Drink\Drink_20_3.avi,2.0479117904324085
Drink\Drink_20_4.avi,2.069908960171395
Drink\Drink_20_5.avi,2.027501014756485
Drink\Drink_20_6.avi,2.131514222435425
Drink\Drink_20_7.avi,2.024983587590131
Drink\Drink_20_8.avi,2.1578963081806135
Drink\Drink_20_9.avi,2.223184367139188
Drink\Drink_21_1.avi,2.6853910569722452
Drink\Drink_21_10.avi,3.0160247374858176
Drink\Drink_21_11.avi,3.0496072003970274
Drink\Drink_21_12.avi,3.2121333215505845
Drink\Drink_21_13.avi,3.253895237165339
Drink\Drink_21_14.avi,3.2621207214444063
Drink\Drink_21_15.avi,3.6490906267724137
Drink\Drink_21_2.avi,2.6853910569722452
Drink\Drink_21_3.avi,2.5610422606239776
Drink\Drink_21_4.avi,2.483821231475536
Drink\Drink_21_5.avi,2.4122911135355634
Drink\Drink_21_6.avi,2.7354827299054745
Drink\Drink_21_7.avi,4.343790954538525
Drink\Drink_21_8.avi,3.6391313400811063
Drink\Drink_21_9.avi,3.51640688014154
Drink\Drink_22_1.avi,0.6944420219284214
Drink\Drink_22_10.avi,-1.0977963386546998
Drink\Drink_22_11.avi,-1.1870163255794481
Drink\Drink_22_12.avi,-1.0037491529559095
Drink\Drink_22_13.avi,-0.9602274487293522
Drink\Drink_22_14.avi,-0.5279346885093089
Drink\Drink_22_2.avi,0.38751450659086306
Drink\Drink_22_3.avi,3.0496456094481275
Drink\Drink_22_4.avi,0.35275337743981144
Drink\Drink_22_5.avi,-0.01245561810431135
Drink\Drink_22_6.avi,-1.263874590396881
Drink\Drink_22_7.avi,-0.6353124652849269
Drink\Drink_22_8.avi,-0.8820846310890882
Drink\Drink_22_9.avi,-1.0896915315686377
Drink\Drink_23_1.avi,1.227411751580589
Drink\Drink_23_10.avi,3.9167114490270616
Drink\Drink_23_11.avi,0.23113634073357472
Drink\Drink_23_12.avi,9.4277426618967
Drink\Drink_23_13.avi,9.3184058832017
Drink\Drink_23_14.avi,9.973491598259319
Drink\Drink_23_15.avi,9.197926155842133
Drink\Drink_23_16.avi,8.873081790729307
Drink\Drink_23_17.avi,8.949993755480255
Drink\Drink_23_18.avi,9.44014562303154
Drink\Drink_23_19.avi,9.341618750972309
Drink\Drink_23_2.avi,1.1449478089419844
Drink\Drink_23_3.avi,1.1317780512300404
Drink\Drink_23_4.avi,7.760802146292081
Drink\Drink_23_5.avi,1.8474839558029732
Drink\Drink_23_6.avi,1.0959482214129563
Drink\Drink_23_7.avi,1.2018525084249334
Drink\Drink_23_8.avi,1.1946182606190863
Drink\Drink_23_9.avi,2.2388530060289855
Drink\Drink_24_1.avi,7.077621866179549
Drink\Drink_24_10.avi,7.780094905333086
Drink\Drink_24_11.avi,7.56289049120974
Drink\Drink_24_12.avi,7.975500164287431
Drink\Drink_24_13.avi,8.290225377884404
Drink\Drink_24_14.avi,8.586297483279788
Drink\Drink_24_15.avi,7.661938257818299
Drink\Drink_24_16.avi,7.532936314861458
Drink\Drink_24_17.avi,8.21871341752612
Drink\Drink_24_18.avi,7.98145160311833
Drink\Drink_24_19.avi,7.634783031156399
Drink\Drink_24_2.avi,7.7765666235477555
Drink\Drink_24_20.avi,6.906526743115245
Drink\Drink_24_21.avi,7.0901262170490735
Drink\Drink_24_22.avi,7.46525926777154
Drink\Drink_24_23.avi,6.9408008078140995
Drink\Drink_24_24.avi,8.279419091769627
Drink\Drink_24_25.avi,7.801701336904289
Drink\Drink_24_26.avi,7.267048170583116
Drink\Drink_24_3.avi,7.618369892635177
Drink\Drink_24_4.avi,7.762753786267461
Drink\Drink_24_5.avi,7.4401487774319115
Drink\Drink_24_6.avi,7.531742733457814
Drink\Drink_24_7.avi,8.232936323494524
Drink\Drink_24_8.avi,7.888931006818384
Drink\Drink_24_9.avi,7.356376712841373
Drink\Drink_2_1.avi,5.01392512768507
Drink\Drink_2_10.avi,6.249941697398436
Drink\Drink_2_11.avi,2.653924193022386
Drink\Drink_2_12.avi,2.6114888579556435
Drink\Drink_2_13.avi,2.7911678645290245
Drink\Drink_2_14.avi,2.5267069626634364
Drink\Drink_2_15.avi,2.7259550634587164
Drink\Drink_2_16.avi,2.416334570343815
Drink\Drink_2_17.avi,2.9505565663178763
Drink\Drink_2_18.avi,2.55165119324961
Drink\Drink_2_19.avi,2.545759892854534
Drink\Drink_2_2.avi,4.332839704695202
Drink\Drink_2_20.avi,2.870089297111218
Drink\Drink_2_21.avi,6.089597385790613
Drink\Drink_2_22.avi,6.424310505390167
Drink\Drink_2_23.avi,6.637304509058595
Drink\Drink_2_24.avi,6.358590051531792
Drink\Drink_2_25.avi,4.25082269590348
Drink\Drink_2_26.avi,3.511122066167093
Drink\Drink_2_27.avi,4.301795286516989
Drink\Drink_2_3.avi,3.331734154183986
Drink\Drink_2_4.avi,6.674629031566152
Drink\Drink_2_5.avi,6.295915862609601
Drink\Drink_2_6.avi,6.757758357485787
Drink\Drink_2_7.avi,6.059980369531191
Drink\Drink_2_8.avi,5.376882743589657
Drink\Drink_2_9.avi,6.132445939949581
Drink\Drink_3_1.avi,2.7266752693269933
Drink\Drink_3_10.avi,0.030690530896858297
Drink\Drink_3_11.avi,1.0666170107821624
Drink\Drink_3_12.avi,1.334131064396056
Drink\Drink_3_13.avi,3.0734900034525814
Drink\Drink_3_14.avi,0.7259658795288381
Drink\Drink_3_15.avi,2.5116470517361003
Drink\Drink_3_16.avi,3.723476550717285
Drink\Drink_3_17.avi,5.2844725379460975
Drink\Drink_3_18.avi,5.251387112761197
Drink\Drink_3_19.avi,5.660901391192486
Drink\Drink_3_2.avi,2.1534921934730127
Drink\Drink_3_20.avi,5.941699606341285
Drink\Drink_3_21.avi,-0.564161779030281
Drink\Drink_3_22.avi,0.1831490031327121
Drink\Drink_3_23.avi,0.9391292370515634
Drink\Drink_3_24.avi,1.2722539946214477
Drink\Drink_3_25.avi,2.68269024337783
Drink\Drink_3_3.avi,3.01754898842304
Drink\Drink_3_4.avi,5.167752882124672
Drink\Drink_3_5.avi,5.382401816050211
Drink\Drink_3_6.avi,4.627443962339042
Drink\Drink_3_7.avi,5.1007295517545
Drink\Drink_3_8.avi,-0.5748629215388343
Drink\Drink_3_9.avi,0.2991925128490517
Drink\Drink_4_1.avi,-0.7960529992841694
Drink\Drink_4_10.avi,-0.10362620109347363
Drink\Drink_4_11.avi,-0.11177848174274034
Drink\Drink_4_12.avi,-0.2084120884278996
Drink\Drink_4_13.avi,-0.2382177854030344
Drink\Drink_4_14.avi,0.6144397279187557
Drink\Drink_4_15.avi,-2.7226676829790666
Drink\Drink_4_16.avi,-3.020475487960012
Drink\Drink_4_17.avi,-3.0094926248897207
Drink\Drink_4_18.avi,-3.0719921044234573
Drink\Drink_4_19.avi,-3.317333422601223
Drink\Drink_4_2.avi,-0.8315981742601062
Drink\Drink_4_20.avi,-3.503167106479895
Drink\Drink_4_3.avi,-0.8219481820380816
Drink\Drink_4_4.avi,-0.7363305320697171
Drink\Drink_4_5.avi,-0.6516792941405329
Drink\Drink_4_6.avi,0.25242825446093775
Drink\Drink_4_7.avi,-0.2092177742602432
Drink\Drink_4_8.avi,-0.13933308151832155
Drink\Drink_4_9.avi,-0.2522600546459823
Drink\Drink_5_1.avi,6.0442935858132705
Drink\Drink_5_10.avi,3.85354279948954
Drink\Drink_5_11.avi,4.023255761397087
Drink\Drink_5_12.avi,4.8968846423010675
Drink\Drink_5_13.avi,8.29919539830264
Drink\Drink_5_14.avi,-6.144627945523866
Drink\Drink_5_15.avi,-5.0653478934576635
Drink\Drink_5_16.avi,-3.3227566044817687
Drink\Drink_5_17.avi,2.4866043976866283
Drink\Drink_5_18.avi,1.3097903867820642
Drink\Drink_5_19.avi,1.4872951024482328
Drink\Drink_5_2.avi,5.695353356274691
Drink\Drink_5_20.avi,6.1518576036800035
Drink\Drink_5_3.avi,4.094837785375361
Drink\Drink_5_4.avi,4.5832231764992075
Drink\Drink_5_5.avi,3.927089880879332
Drink\Drink_5_6.avi,3.9194389050071305
Drink\Drink_5_7.avi,4.097964061449652
Drink\Drink_5_8.avi,4.068384849362904
Drink\Drink_5_9.avi,4.086466925218701
Drink\Drink_6_1.avi,4.511297897056297
Drink\Drink_6_10.avi,6.312381190768743
Drink\Drink_6_11.avi,6.352089003280357
Drink\Drink_6_12.avi,5.374176769421019
Drink\Drink_6_13.avi,5.006788221272555
Drink\Drink_6_14.avi,6.450858972966671
Drink\Drink_6_15.avi,6.559309772082737
Drink\Drink_6_16.avi,6.847568413485652
Drink\Drink_6_17.avi,6.683633770003463
Drink\Drink_6_18.avi,5.568051398664281
Drink\Drink_6_19.avi,5.1899393275380135
Drink\Drink_6_2.avi,5.837448353950794
Drink\Drink_6_20.avi,4.752185316312881
Drink\Drink_6_21.avi,5.087975132263313
Drink\Drink_6_22.avi,6.5460005173316365
Drink\Drink_6_23.avi,6.575481608265736
Drink\Drink_6_24.avi,5.745089890120865
Drink\Drink_6_25.avi,5.987386247025261
Drink\Drink_6_26.avi,6.51559868763233
Drink\Drink_6_27.avi,6.519274379198368
Drink\Drink_6_28.avi,5.044539746429239
Drink\Drink_6_29.avi,4.330994572777015
Drink\Drink_6_3.avi,5.638381075440791
Drink\Drink_6_30.avi,5.795711226040317
Drink\Drink_6_31.avi,6.0548606770379205
Drink\Drink_6_32.avi,4.445400163531303
Drink\Drink_6_33.avi,4.52066726409472
Drink\Drink_6_4.avi,6.198091904322307
Drink\Drink_6_5.avi,6.163690532075948
Drink\Drink_6_6.avi,6.381039679050446
Drink\Drink_6_7.avi,6.3965343577521185
Drink\Drink_6_8.avi,5.944201032961568
Drink\Drink_6_9.avi,5.873427677613038
Drink\Drink_7_1.avi,-7.278898373246193
Drink\Drink_7_10.avi,-5.860402515956333
Drink\Drink_7_11.avi,-5.967721757242235
Drink\Drink_7_12.avi,-5.788175783775471
Drink\Drink_7_13.avi,-5.778494427601497
Drink\Drink_7_14.avi,-5.764310189655849
Drink\Drink_7_15.avi,-5.75814246066979
Drink\Drink_7_16.avi,-5.754634388855526
Drink\Drink_7_17.avi,-5.787228208321792
Drink\Drink_7_18.avi,-5.787888734505095
Drink\Drink_7_19.avi,-5.799003054698308
Drink\Drink_7_2.avi,-7.266031331486172
Drink\Drink_7_20.avi,-5.772561853582209
Drink\Drink_7_21.avi,-5.8371922969818115
Drink\Drink_7_22.avi,-3.705166249225537
Drink\Drink_7_3.avi,-7.497590076416097
Drink\Drink_7_4.avi,-8.0639209655615
Drink\Drink_7_5.avi,-8.153523455063501
Drink\Drink_7_6.avi,-8.125147280238924
Drink\Drink_7_7.avi,-6.965876009550181
Drink\Drink_7_8.avi,-5.641024772609983
Drink\Drink_7_9.avi,-5.675706446170807
Drink\Drink_8_1.avi,4.713494181632996
Drink\Drink_8_10.avi,6.853870739196909
Drink\Drink_8_11.avi,7.446245551109314
Drink\Drink_8_12.avi,7.284365616300526
Drink\Drink_8_13.avi,7.165951243901657
Drink\Drink_8_14.avi,6.076389915907561
Drink\Drink_8_15.avi,7.3989573407631655
Drink\Drink_8_16.avi,5.290321558713913
Drink\Drink_8_2.avi,8.758501458442074
Drink\Drink_8_3.avi,7.715830999176677
Drink\Drink_8_4.avi,6.828946537441677
Drink\Drink_8_5.avi,6.336561743418375
Drink\Drink_8_6.avi,8.674850102330817
Drink\Drink_8_7.avi,8.561443090438843
Drink\Drink_8_8.avi,-1.356475856787315
Drink\Drink_8_9.avi,2.3117794933418434
Drink\Drink_9_1.avi,4.306694360411897
Drink\Drink_9_10.avi,4.615909917487039
Drink\Drink_9_11.avi,4.742401632769354
Drink\Drink_9_12.avi,1.0621253282148788
Drink\Drink_9_13.avi,5.420924437046051
Drink\Drink_9_14.avi,5.116864536390748
Drink\Drink_9_15.avi,5.13609003039855
Drink\Drink_9_16.avi,5.200501776510669
Drink\Drink_9_17.avi,5.235216519725856
Drink\Drink_9_18.avi,5.214944926949291
Drink\Drink_9_19.avi,4.870275349878684
Drink\Drink_9_2.avi,4.234895398219426
Drink\Drink_9_20.avi,4.76376927480465
Drink\Drink_9_21.avi,4.702408583049315
Drink\Drink_9_3.avi,3.930066607215188
Drink\Drink_9_4.avi,4.098723602294922
Drink\Drink_9_5.avi,4.610516902278452
Drink\Drink_9_6.avi,4.854721036595358
Drink\Drink_9_7.avi,3.5280039846091658
Drink\Drink_9_8.avi,4.6074191901994785
Drink\Drink_9_9.avi,4.6074191901994785
Jump\Jump_10_1.avi,-1.954364733149608
Jump\Jump_10_10.avi,-2.660979595966637
Jump\Jump_10_11.avi,-2.2760471398079836
Jump\Jump_10_12.avi,-2.522422004687159
Jump\Jump_10_13.avi,-1.676107266296943
Jump\Jump_10_14.avi,-1.9787819114598362
Jump\Jump_10_15.avi,-2.0631650974974036
Jump\Jump_10_16.avi,-2.2410125161210694
Jump\Jump_10_17.avi,-2.0703795669125578
Jump\Jump_10_18.avi,-2.2883949330392874
Jump\Jump_10_19.avi,-2.503258470656737
Jump\Jump_10_2.avi,-1.8317259616892914
Jump\Jump_10_20.avi,-2.352455714574227
Jump\Jump_10_21.avi,-2.583229211824281
Jump\Jump_10_22.avi,-0.009691864779597381
Jump\Jump_10_23.avi,-0.6699811196603784
Jump\Jump_10_24.avi,0.5603193128304674
Jump\Jump_10_25.avi,-1.2849312261850745
Jump\Jump_10_26.avi,-1.215031571545691
Jump\Jump_10_27.avi,-0.8232035029989978
Jump\Jump_10_28.avi,-0.6234542526877843
Jump\Jump_10_29.avi,-0.9855573346801833
Jump\Jump_10_3.avi,-2.047340605746616
Jump\Jump_10_30.avi,-1.9904582246915619
Jump\Jump_10_4.avi,-0.17593870365144268
Jump\Jump_10_5.avi,1.4596564106402858
Jump\Jump_10_6.avi,0.23393926150616137
Jump\Jump_10_7.avi,-1.388792380782526
Jump\Jump_10_8.avi,-2.321815730538219
Jump\Jump_10_9.avi,-2.7270055521618235
Jump\Jump_11_1.avi,1.7144064578626836
Jump\Jump_11_10.avi,2.306728849044213
Jump\Jump_11_11.avi,3.2294831937783726
Jump\Jump_11_12.avi,2.5497967936098576
Jump\Jump_11_13.avi,1.8772633850085931
Jump\Jump_11_14.avi,1.7896008276077637
Jump\Jump_11_15.avi,2.2755633566969182
Jump\Jump_11_16.avi,2.446562690716801
Jump\Jump_11_17.avi,2.3038063922098706
Jump\Jump_11_18.avi,2.3941987058887744
Jump\Jump_11_19.avi,2.1119800315071373
Jump\Jump_11_2.avi,1.4822616062143392
Jump\Jump_11_20.avi,1.8451925659481483
Jump\Jump_11_21.avi,1.6014600827081784
Jump\Jump_11_22.avi,1.590791056665142
Jump\Jump_11_23.avi,0.9054805455463273
Jump\Jump_11_24.avi,1.6384425268897527
Jump\Jump_11_25.avi,2.2433454266616275
Jump\Jump_11_26.avi,2.3432416479502405
Jump\Jump_11_27.avi,2.245056588074257
Jump\Jump_11_28.avi,2.008456029651458
Jump\Jump_11_3.avi,1.8994876515606176
Jump\Jump_11_4.avi,1.4652721789376488
Jump\Jump_11_5.avi,2.222404448049409
Jump\Jump_11_6.avi,3.13627896063468
Jump\Jump_11_7.avi,2.6968598929611414
Jump\Jump_11_8.avi,2.5449061843137892
Jump\Jump_11_9.avi,2.5985600030611433
Jump\Jump_12_1.avi,3.2764777363236273
Jump\Jump_12_10.avi,3.2278126564578735
Jump\Jump_12_11.avi,3.1297508123758675
Jump\Jump_12_12.avi,2.774420687511786
Jump\Jump_12_13.avi,3.3772350268231497
Jump\Jump_12_14.avi,2.95191340482057
Jump\Jump_12_15.avi,2.981800968830402
Jump\Jump_12_16.avi,2.5956572219729424
Jump\Jump_12_17.avi,2.3344554488475504
Jump\Jump_12_18.avi,2.2712778390356987
Jump\Jump_12_19.avi,2.159367478810824
Jump\Jump_12_2.avi,3.0860940325591297
Jump\Jump_12_20.avi,3.7248887604958303
Jump\Jump_12_21.avi,3.413402623421437
Jump\Jump_12_22.avi,3.2496135265796218
Jump\Jump_12_23.avi,3.510349023510033
Jump\Jump_12_24.avi,3.6902274856200585
Jump\Jump_12_25.avi,3.6309615209482717
Jump\Jump_12_26.avi,3.2513684227869106
Jump\Jump_12_27.avi,3.569081099066016
Jump\Jump_12_28.avi,3.4077923626139546
Jump\Jump_12_29.avi,3.542252489749123
Jump\Jump_12_3.avi,3.284030958182282
Jump\Jump_12_30.avi,3.5409118524238243
Jump\Jump_12_31.avi,3.424542071455616
Jump\Jump_12_32.avi,4.369666650891304
Jump\Jump_12_33.avi,3.3363784871239592
Jump\Jump_12_34.avi,3.578904730374696
Jump\Jump_12_35.avi,1.8194146358197736
Jump\Jump_12_36.avi,2.3076045839115977
Jump\Jump_12_37.avi,2.8890421851114794
Jump\Jump_12_38.avi,2.5674506115752296
Jump\Jump_12_39.avi,3.399691411427089
Jump\Jump_12_4.avi,3.0008215535628167
Jump\Jump_12_5.avi,3.2002536930255037
Jump\Jump_12_6.avi,3.1353875375413276
Jump\Jump_12_7.avi,3.0027891488538847
Jump\Jump_12_8.avi,3.2153043004332997
Jump\Jump_12_9.avi,3.2515798107026117
Jump\Jump_13_1.avi,-2.600219164330226
Jump\Jump_13_10.avi,-1.2618859339406172
Jump\Jump_13_11.avi,-0.7996637113585373
Jump\Jump_13_12.avi,-1.4874789604009726
Jump\Jump_13_13.avi,-1.304917067941958
Jump\Jump_13_14.avi,-1.3273631796142122
