video,snr_db,lux_estimate
Drink\Drink_18_17.avi,-3.7629867296019,10.143372535705566
Drink\Drink_18_18.avi,-3.7536594648904438,10.083334922790527
Drink\Drink_18_19.avi,-3.734436741897038,9.962066650390625
Drink\Drink_18_2.avi,-3.5982762780682793,9.74657154083252
Drink\Drink_18_20.avi,-3.718694343286402,10.010344505310059
Drink\Drink_18_21.avi,-3.681061799619712,10.041276931762695
Drink\Drink_18_22.avi,-3.693157589237993,10.038166999816895
Drink\Drink_18_23.avi,-3.69816790967092,9.995610237121582
Drink\Drink_18_24.avi,-3.559438555668562,10.031051635742188
Drink\Drink_18_25.avi,-3.551749118428299,10.048105239868164
Drink\Drink_18_26.avi,-3.7210584301501513,9.889945030212402
Drink\Drink_18_27.avi,-3.7192349987370625,9.870905876159668
Drink\Drink_18_28.avi,-3.6283914657200085,9.992409706115723
Drink\Drink_18_29.avi,-3.6793365541257357,9.935275077819824
Drink\Drink_18_3.avi,-3.5501155280971908,9.771536827087402
Drink\Drink_18_4.avi,-3.6949409174580947,9.935382843017578
Drink\Drink_18_5.avi,-3.559660349573408,9.87407112121582
Drink\Drink_18_6.avi,-3.4860649311317586,9.732959747314453
Drink\Drink_18_7.avi,-3.5815703303649506,9.50676441192627
Drink\Drink_18_8.avi,-3.4612631840982298,9.583746910095215
Drink\Drink_18_9.avi,-3.404449224472046,9.64653491973877
Drink\Drink_19_1.avi,-2.207008109048561,12.97724437713623
Drink\Drink_19_10.avi,-2.2330115581910635,13.717914581298828
Drink\Drink_19_11.avi,-2.3329727936249514,13.96697998046875
Drink\Drink_19_12.avi,-2.3730645867159765,14.12181568145752
Drink\Drink_19_13.avi,-2.4150467971960703,14.094929695129395
Drink\Drink_19_14.avi,-2.4067340773694657,14.185901641845703
Drink\Drink_19_15.avi,-2.470015789880309,14.187520980834961
Drink\Drink_19_16.avi,-2.471029501484365,14.170585632324219
Drink\Drink_19_17.avi,-2.523695048823785,13.921540260314941
Drink\Drink_19_18.avi,-2.7996073148268112,12.874316215515137
Drink\Drink_19_19.avi,-2.667620776221156,13.451353073120117
Drink\Drink_19_2.avi,-2.305472503105799,12.796144485473633
Drink\Drink_19_20.avi,-2.860771247651428,14.75430679321289
Drink\Drink_19_21.avi,-3.066237773746252,15.656204223632812
Drink\Drink_19_22.avi,-3.0347862615380237,15.62071704864502
Drink\Drink_19_23.avi,-3.0167895261988495,15.696806907653809
Drink\Drink_19_24.avi,-3.135419896942504,15.426939964294434
Drink\Drink_19_25.avi,-3.0451580456324985,15.67397403717041
Drink\Drink_19_26.avi,-3.046640949944655,15.761415481567383
Drink\Drink_19_27.avi,-3.1022278319193624,15.61337947845459
Drink\Drink_19_28.avi,-3.333969167594252,14.308238983154297
Drink\Drink_19_3.avi,-2.257138665678889,12.982129096984863
Drink\Drink_19_4.avi,-2.259879916617014,13.035928726196289
Drink\Drink_19_5.avi,-2.288433403009549,13.04057502746582
Drink\Drink_19_6.avi,-2.3690201585943047,12.765549659729004
Drink\Drink_19_7.avi,-2.2902582707100136,13.046759605407715
Drink\Drink_19_8.avi,-2.5405740899008675,14.079575538635254
Drink\Drink_19_9.avi,-2.5537410047319202,14.64126968383789
Drink\Drink_1_1.avi,-3.242980452875296,32.77814865112305
Drink\Drink_1_10.avi,-3.47473402698356,32.04191589355469
Drink\Drink_1_11.avi,-3.0739647394990266,33.14023971557617
Drink\Drink_1_12.avi,-3.4269513662268474,30.43740463256836
Drink\Drink_1_13.avi,-3.290637105151459,31.524398803710938
Drink\Drink_1_14.avi,-3.301796649183546,31.431589126586914
Drink\Drink_1_15.avi,-3.2893495778648223,31.520431518554688
Drink\Drink_1_16.avi,-3.2923663350252004,31.536962509155273
Drink\Drink_1_17.avi,-3.299138080328703,31.900197982788086
Drink\Drink_1_18.avi,-3.1471214279895876,32.62344741821289
Drink\Drink_1_19.avi,-3.0698265547448016,33.126407623291016
Drink\Drink_1_2.avi,-2.8984757885336876,35.65252685546875
Drink\Drink_1_20.avi,-3.1169929887567247,32.98143005371094
Drink\Drink_1_3.avi,-2.9904966758585525,34.44573211669922
Drink\Drink_1_4.avi,-3.1809395454500033,33.636329650878906
Drink\Drink_1_5.avi,-3.2287543788552284,33.27719497680664
Drink\Drink_1_6.avi,-3.250356512238281,33.219608306884766
Drink\Drink_1_7.avi,-3.2475662022306206,33.29024124145508
Drink\Drink_1_8.avi,-3.2758000766744417,33.14213943481445
Drink\Drink_1_9.avi,-3.156884034148982,33.10462951660156
Drink\Drink_20_1.avi,2.0370300316041514,8.407281875610352
Drink\Drink_20_10.avi,2.2167393458741054,7.855459690093994
Drink\Drink_20_11.avi,2.266294993157309,7.873727321624756
Drink\Drink_20_12.avi,2.2047551745368588,7.902161598205566
Drink\Drink_20_13.avi,2.2289877195856462,7.875716686248779
Drink\Drink_20_14.avi,2.2894536683318814,7.938109397888184
Drink\Drink_20_15.avi,2.2472290629925937,8.088592529296875
Drink\Drink_20_16.avi,2.2998284892160066,8.027641296386719
Drink\Drink_20_2.avi,2.0301270470596275,8.395294189453125
Drink\Drink_20_3.avi,2.0479117904324085,8.393777847290039
Drink\Drink_20_4.avi,2.069908960171395,8.420906066894531
Drink\Drink_20_5.avi,2.027501014756485,8.421538352966309
Drink\Drink_20_6.avi,2.131514222435425,8.356888771057129
Drink\Drink_20_7.avi,2.024983587590131,8.23012924194336
Drink\Drink_20_8.avi,2.1578963081806135,7.903157711029053
Drink\Drink_20_9.avi,2.223184367139188,7.824723720550537
Drink\Drink_21_1.avi,2.6853910569722452,7.865421295166016
Drink\Drink_21_10.avi,3.0160247374858176,7.179996013641357
Drink\Drink_21_11.avi,3.0496072003970274,7.003747940063477
Drink\Drink_21_12.avi,3.2121333215505845,7.149925708770752
Drink\Drink_21_13.avi,3.253895237165339,7.11521577835083
Drink\Drink_21_14.avi,3.2621207214444063,7.110803604125977
Drink\Drink_21_15.avi,3.6490906267724137,6.876920700073242
Drink\Drink_21_2.avi,2.6853910569722452,7.865421295166016
Drink\Drink_21_3.avi,2.5610422606239776,7.904318809509277
Drink\Drink_21_4.avi,2.483821231475536,7.665402889251709
Drink\Drink_21_5.avi,2.4122911135355634,6.888484477996826
Drink\Drink_21_6.avi,2.7354827299054745,6.654772758483887
Drink\Drink_21_7.avi,4.343790954538525,5.795478343963623
Drink\Drink_21_8.avi,3.6391313400811063,5.921069145202637
Drink\Drink_21_9.avi,3.51640688014154,6.017597198486328
Drink\Drink_22_1.avi,0.6944420219284214,6.832630634307861
Drink\Drink_22_10.avi,-1.0977963386546998,4.655458450317383
Drink\Drink_22_11.avi,-1.1870163255794481,4.60108757019043
Drink\Drink_22_12.avi,-1.0037491529559095,4.714474201202393
Drink\Drink_22_13.avi,-0.9602274487293522,4.503210067749023
Drink\Drink_22_14.avi,-0.5279346885093089,4.922842025756836
Drink\Drink_22_2.avi,0.38751450659086306,7.019601345062256
Drink\Drink_22_3.avi,3.0496456094481275,5.745491027832031
Drink\Drink_22_4.avi,0.35275337743981144,7.8984375
Drink\Drink_22_5.avi,-0.01245561810431135,7.638512134552002
Drink\Drink_22_6.avi,-1.263874590396881,4.770787239074707
Drink\Drink_22_7.avi,-0.6353124652849269,5.0121870040893555
Drink\Drink_22_8.avi,-0.8820846310890882,4.830478668212891
Drink\Drink_22_9.avi,-1.0896915315686377,4.680510997772217
Drink\Drink_23_1.avi,1.227411751580589,3.2361927032470703
Drink\Drink_23_10.avi,3.9167114490270616,3.238827705383301
Drink\Drink_23_11.avi,0.23113634073357472,3.438124656677246
Drink\Drink_23_12.avi,9.4277426618967,2.8352410793304443
Drink\Drink_23_13.avi,9.3184058832017,2.8329460620880127
Drink\Drink_23_14.avi,9.973491598259319,2.8329334259033203
Drink\Drink_23_15.avi,9.197926155842133,2.854018449783325
Drink\Drink_23_16.avi,8.873081790729307,2.8566675186157227
Drink\Drink_23_17.avi,8.949993755480255,2.8739190101623535
Drink\Drink_23_18.avi,9.44014562303154,2.863729953765869
Drink\Drink_23_19.avi,9.341618750972309,2.8569226264953613
Drink\Drink_23_2.avi,1.1449478089419844,3.237790107727051
Drink\Drink_23_3.avi,1.1317780512300404,3.2360455989837646
Drink\Drink_23_4.avi,7.760802146292081,3.1846625804901123
Drink\Drink_23_5.avi,1.8474839558029732,3.2647347450256348
Drink\Drink_23_6.avi,1.0959482214129563,3.262702226638794
Drink\Drink_23_7.avi,1.2018525084249334,3.226839780807495
Drink\Drink_23_8.avi,1.1946182606190863,3.2389681339263916
Drink\Drink_23_9.avi,2.2388530060289855,3.249605894088745
Drink\Drink_24_1.avi,7.077621866179549,2.834665298461914
Drink\Drink_24_10.avi,7.780094905333086,2.8545966148376465
Drink\Drink_24_11.avi,7.56289049120974,2.850257158279419
Drink\Drink_24_12.avi,7.975500164287431,2.8301665782928467
Drink\Drink_24_13.avi,8.290225377884404,2.814201593399048
Drink\Drink_24_14.avi,8.586297483279788,2.8315846920013428
Drink\Drink_24_15.avi,7.661938257818299,2.8352057933807373
Drink\Drink_24_16.avi,7.532936314861458,2.8625638484954834
Drink\Drink_24_17.avi,8.21871341752612,2.8361220359802246
Drink\Drink_24_18.avi,7.98145160311833,2.8253135681152344
Drink\Drink_24_19.avi,7.634783031156399,2.854013204574585
Drink\Drink_24_2.avi,7.7765666235477555,2.845022439956665
Drink\Drink_24_20.avi,6.906526743115245,2.9256834983825684
Drink\Drink_24_21.avi,7.0901262170490735,2.8712568283081055
Drink\Drink_24_22.avi,7.46525926777154,2.8714189529418945
Drink\Drink_24_23.avi,6.9408008078140995,2.840104341506958
Drink\Drink_24_24.avi,8.279419091769627,2.824371576309204
Drink\Drink_24_25.avi,7.801701336904289,2.848857879638672
Drink\Drink_24_26.avi,7.267048170583116,2.8558647632598877
Drink\Drink_24_3.avi,7.618369892635177,2.839395761489868
Drink\Drink_24_4.avi,7.762753786267461,2.8383383750915527
Drink\Drink_24_5.avi,7.4401487774319115,2.8561155796051025
Drink\Drink_24_6.avi,7.531742733457814,2.8564293384552
Drink\Drink_24_7.avi,8.232936323494524,2.847076416015625
Drink\Drink_24_8.avi,7.888931006818384,2.853482723236084
Drink\Drink_24_9.avi,7.356376712841373,2.8596858978271484
Drink\Drink_2_1.avi,5.01392512768507,34.018898010253906
Drink\Drink_2_10.avi,6.249941697398436,39.17533874511719
Drink\Drink_2_11.avi,2.653924193022386,26.717205047607422
Drink\Drink_2_12.avi,2.6114888579556435,25.801416397094727
Drink\Drink_2_13.avi,2.7911678645290245,28.401382446289062
Drink\Drink_2_14.avi,2.5267069626634364,26.9451847076416
Drink\Drink_2_15.avi,2.7259550634587164,27.025447845458984
Drink\Drink_2_16.avi,2.416334570343815,28.107742309570312
Drink\Drink_2_17.avi,2.9505565663178763,29.094852447509766
Drink\Drink_2_18.avi,2.55165119324961,26.791114807128906
Drink\Drink_2_19.avi,2.545759892854534,28.05140495300293
Drink\Drink_2_2.avi,4.332839704695202,32.61384963989258
Drink\Drink_2_20.avi,2.870089297111218,26.966188430786133
Drink\Drink_2_21.avi,6.089597385790613,38.79972839355469
Drink\Drink_2_22.avi,6.424310505390167,38.25645065307617
Drink\Drink_2_23.avi,6.637304509058595,37.102569580078125
Drink\Drink_2_24.avi,6.358590051531792,37.78752136230469
Drink\Drink_2_25.avi,4.25082269590348,28.708839416503906
Drink\Drink_2_26.avi,3.511122066167093,29.87704086303711
Drink\Drink_2_27.avi,4.301795286516989,32.28079605102539
Drink\Drink_2_3.avi,3.331734154183986,26.322723388671875
Drink\Drink_2_4.avi,6.674629031566152,36.852447509765625
Drink\Drink_2_5.avi,6.295915862609601,38.61970138549805
Drink\Drink_2_6.avi,6.757758357485787,37.053077697753906
Drink\Drink_2_7.avi,6.059980369531191,37.24134063720703
Drink\Drink_2_8.avi,5.376882743589657,34.88650894165039
Drink\Drink_2_9.avi,6.132445939949581,38.51810836791992
Drink\Drink_3_1.avi,2.7266752693269933,34.687442779541016
Drink\Drink_3_10.avi,0.030690530896858297,27.40319061279297
Drink\Drink_3_11.avi,1.0666170107821624,28.071632385253906
Drink\Drink_3_12.avi,1.334131064396056,32.56005096435547
Drink\Drink_3_13.avi,3.0734900034525814,35.809444427490234
Drink\Drink_3_14.avi,0.7259658795288381,28.56202507019043
Drink\Drink_3_15.avi,2.5116470517361003,34.70085906982422
Drink\Drink_3_16.avi,3.723476550717285,35.75227355957031
Drink\Drink_3_17.avi,5.2844725379460975,34.724945068359375
Drink\Drink_3_18.avi,5.251387112761197,33.32735061645508
Drink\Drink_3_19.avi,5.660901391192486,64.41606903076172
Drink\Drink_3_2.avi,2.1534921934730127,33.4067268371582
Drink\Drink_3_20.avi,5.941699606341285,40.670169830322266
Drink\Drink_3_21.avi,-0.564161779030281,23.492633819580078
Drink\Drink_3_22.avi,0.1831490031327121,29.08628273010254
Drink\Drink_3_23.avi,0.9391292370515634,26.21018409729004
Drink\Drink_3_24.avi,1.2722539946214477,31.952611923217773
Drink\Drink_3_25.avi,2.68269024337783,33.77695846557617
Drink\Drink_3_3.avi,3.01754898842304,34.10596466064453
Drink\Drink_3_4.avi,5.167752882124672,34.863040924072266
Drink\Drink_3_5.avi,5.382401816050211,32.78581237792969
Drink\Drink_3_6.avi,4.627443962339042,37.09864044189453
Drink\Drink_3_7.avi,5.1007295517545,35.56553268432617
Drink\Drink_3_8.avi,-0.5748629215388343,23.54306983947754
Drink\Drink_3_9.avi,0.2991925128490517,29.39234733581543
Drink\Drink_4_1.avi,-0.7960529992841694,10.177008628845215
Drink\Drink_4_10.avi,-0.10362620109347363,8.317094802856445
Drink\Drink_4_11.avi,-0.11177848174274034,8.329625129699707
Drink\Drink_4_12.avi,-0.2084120884278996,8.304291725158691
Drink\Drink_4_13.avi,-0.2382177854030344,8.325027465820312
Drink\Drink_4_14.avi,0.6144397279187557,6.794753074645996
Drink\Drink_4_15.avi,-2.7226676829790666,8.074938774108887
Drink\Drink_4_16.avi,-3.020475487960012,8.098287582397461
Drink\Drink_4_17.avi,-3.0094926248897207,8.297242164611816
Drink\Drink_4_18.avi,-3.0719921044234573,8.272299766540527
Drink\Drink_4_19.avi,-3.317333422601223,8.518566131591797
Drink\Drink_4_2.avi,-0.8315981742601062,10.151203155517578
Drink\Drink_4_20.avi,-3.503167106479895,8.690950393676758
Drink\Drink_4_3.avi,-0.8219481820380816,10.131794929504395
Drink\Drink_4_4.avi,-0.7363305320697171,10.140810012817383
Drink\Drink_4_5.avi,-0.6516792941405329,10.136971473693848
Drink\Drink_4_6.avi,0.25242825446093775,8.096235275268555
Drink\Drink_4_7.avi,-0.2092177742602432,8.171276092529297
Drink\Drink_4_8.avi,-0.13933308151832155,8.2263822555542
Drink\Drink_4_9.avi,-0.2522600546459823,8.15046215057373
Drink\Drink_5_1.avi,6.0442935858132705,9.171676635742188
Drink\Drink_5_10.avi,3.85354279948954,8.673192024230957
Drink\Drink_5_11.avi,4.023255761397087,8.416251182556152
Drink\Drink_5_12.avi,4.8968846423010675,7.594844818115234
Drink\Drink_5_13.avi,8.29919539830264,7.09389591217041
Drink\Drink_5_14.avi,-6.144627945523866,12.0101957321167
Drink\Drink_5_15.avi,-5.0653478934576635,10.770129203796387
Drink\Drink_5_16.avi,-3.3227566044817687,11.515161514282227
Drink\Drink_5_17.avi,2.4866043976866283,5.074474811553955
Drink\Drink_5_18.avi,1.3097903867820642,5.4814653396606445
Drink\Drink_5_19.avi,1.4872951024482328,5.424285411834717
Drink\Drink_5_2.avi,5.695353356274691,9.185532569885254
Drink\Drink_5_20.avi,6.1518576036800035,9.263996124267578
Drink\Drink_5_3.avi,4.094837785375361,7.284595012664795
Drink\Drink_5_4.avi,4.5832231764992075,6.778505325317383
Drink\Drink_5_5.avi,3.927089880879332,8.32264232635498
Drink\Drink_5_6.avi,3.9194389050071305,8.742059707641602
Drink\Drink_5_7.avi,4.097964061449652,8.28553295135498
Drink\Drink_5_8.avi,4.068384849362904,8.25349235534668
Drink\Drink_5_9.avi,4.086466925218701,8.444318771362305
Drink\Drink_6_1.avi,4.511297897056297,7.48411226272583
Drink\Drink_6_10.avi,6.312381190768743,6.7991509437561035
Drink\Drink_6_11.avi,6.352089003280357,6.7715373039245605
Drink\Drink_6_12.avi,5.374176769421019,7.006914138793945
Drink\Drink_6_13.avi,5.006788221272555,7.002188205718994
Drink\Drink_6_14.avi,6.450858972966671,6.836135387420654
Drink\Drink_6_15.avi,6.559309772082737,6.776383399963379
Drink\Drink_6_16.avi,6.847568413485652,6.634420871734619
Drink\Drink_6_17.avi,6.683633770003463,6.70356559753418
Drink\Drink_6_18.avi,5.568051398664281,6.916569232940674
Drink\Drink_6_19.avi,5.1899393275380135,6.871007919311523
Drink\Drink_6_2.avi,5.837448353950794,7.119934558868408
Drink\Drink_6_20.avi,4.752185316312881,6.948610782623291
Drink\Drink_6_21.avi,5.087975132263313,6.941349983215332
Drink\Drink_6_22.avi,6.5460005173316365,6.6990885734558105
Drink\Drink_6_23.avi,6.575481608265736,6.680169582366943
Drink\Drink_6_24.avi,5.745089890120865,6.788732528686523
Drink\Drink_6_25.avi,5.987386247025261,6.721546649932861
Drink\Drink_6_26.avi,6.51559868763233,6.670628547668457
Drink\Drink_6_27.avi,6.519274379198368,6.666534900665283
Drink\Drink_6_28.avi,5.044539746429239,6.848274230957031
Drink\Drink_6_29.avi,4.330994572777015,6.892242431640625
Drink\Drink_6_3.avi,5.638381075440791,7.152275562286377
Drink\Drink_6_30.avi,5.795711226040317,6.702099800109863
Drink\Drink_6_31.avi,6.0548606770379205,6.703518867492676
Drink\Drink_6_32.avi,4.445400163531303,7.490575790405273
Drink\Drink_6_33.avi,4.52066726409472,7.5188140869140625
Drink\Drink_6_4.avi,6.198091904322307,6.9329657554626465
Drink\Drink_6_5.avi,6.163690532075948,6.92631196975708
Drink\Drink_6_6.avi,6.381039679050446,6.850122928619385
Drink\Drink_6_7.avi,6.3965343577521185,6.829906463623047
Drink\Drink_6_8.avi,5.944201032961568,6.933333873748779
Drink\Drink_6_9.avi,5.873427677613038,6.946111679077148
Drink\Drink_7_1.avi,-7.278898373246193,14.687509536743164
Drink\Drink_7_10.avi,-5.860402515956333,17.84284782409668
Drink\Drink_7_11.avi,-5.967721757242235,17.748537063598633
Drink\Drink_7_12.avi,-5.788175783775471,18.038780212402344
Drink\Drink_7_13.avi,-5.778494427601497,18.03092384338379
Drink\Drink_7_14.avi,-5.764310189655849,18.023284912109375
Drink\Drink_7_15.avi,-5.75814246066979,18.091447830200195
Drink\Drink_7_16.avi,-5.754634388855526,18.151107788085938
Drink\Drink_7_17.avi,-5.787228208321792,18.14446258544922
Drink\Drink_7_18.avi,-5.787888734505095,18.24611473083496
Drink\Drink_7_19.avi,-5.799003054698308,18.405643463134766
Drink\Drink_7_2.avi,-7.266031331486172,14.72075366973877
Drink\Drink_7_20.avi,-5.772561853582209,18.377090454101562
